step, train_loss_step, train_metric_step
81,3.3443708419799805,4.137122631072998
82,3.4612843990325928,4.308260440826416
83,3.2477521896362305,3.9987151622772217
84,3.52117657661438,3.968078851699829
85,3.5692636966705322,4.040770530700684
86,3.3499033451080322,4.18605375289917
87,3.501173496246338,4.344466686248779
88,3.5155327320098877,4.297986030578613
89,3.281870126724243,4.267371654510498
90,3.4345836639404297,3.905107259750366
91,3.294235944747925,4.364202499389648
92,3.2941324710845947,4.226254940032959
93,3.1358819007873535,4.371058940887451
94,3.1471028327941895,4.137582778930664
95,3.2225375175476074,4.251836776733398
96,3.1974518299102783,4.481428146362305
97,3.413417339324951,4.201830863952637
98,3.147251605987549,4.257454872131348
99,3.131622314453125,4.0828657150268555
100,3.131157398223877,4.306122303009033
101,3.101148843765259,4.402658462524414
102,3.169384479522705,4.616889953613281
103,3.259885311126709,4.605934143066406
104,3.078801155090332,4.672852516174316
105,2.9800567626953125,4.890468597412109
106,3.071791887283325,4.451174259185791
107,3.187842607498169,4.785621643066406
108,3.125364065170288,4.6330037117004395
109,3.130385160446167,4.486129283905029
110,3.121767044067383,5.020737648010254
111,3.0167860984802246,4.65177059173584
1,2.975152015686035,5.041656494140625
2,3.283080816268921,5.08029842376709
3,3.015890121459961,5.143258094787598
4,3.097484827041626,4.856799602508545
5,3.0367860794067383,5.317842483520508
6,3.2082889080047607,4.767806529998779
7,3.199899673461914,4.444306373596191
8,3.030237913131714,5.114046096801758
9,3.1753125190734863,4.561034679412842
10,3.0262765884399414,4.989124774932861
11,2.9624288082122803,4.886763572692871
12,3.009587049484253,5.166139602661133
13,2.964890241622925,5.431888103485107
14,2.9329745769500732,4.8511810302734375
15,3.1164040565490723,5.1599531173706055
16,2.9952404499053955,5.4839372634887695
17,2.825981616973877,5.258340835571289
18,2.892904043197632,5.226765155792236
19,3.000192880630493,5.197348594665527
20,2.979511022567749,4.398780822753906
21,2.9271326065063477,5.337458610534668
22,2.729363203048706,5.237172603607178
23,2.8895339965820312,5.048203468322754
24,3.037153482437134,4.76359748840332
25,2.7923314571380615,5.408879280090332
26,3.0776543617248535,5.105057239532471
27,2.8896918296813965,5.385342121124268
28,2.9539124965667725,5.3234429359436035
29,2.917309522628784,5.477895259857178
30,2.8570380210876465,5.310451030731201
31,3.174888849258423,5.40916109085083
32,2.779472589492798,4.994720458984375
33,3.0299997329711914,5.584253787994385
34,2.7574331760406494,5.456501007080078
35,2.966900587081909,5.411992073059082
36,2.9998786449432373,5.367631435394287
37,2.8340084552764893,5.902324676513672
38,2.752899169921875,5.516236305236816
39,2.900970697402954,5.69268274307251
40,2.6639561653137207,5.714573860168457
41,2.7856979370117188,5.79280424118042
42,2.7800588607788086,5.632697105407715
43,2.815614938735962,5.706497669219971
44,2.7620604038238525,5.468654632568359
45,2.7222039699554443,5.662717819213867
46,2.6746153831481934,5.887279987335205
47,2.7838053703308105,5.635741233825684
48,2.821572780609131,5.57823371887207
49,2.8022618293762207,5.7339887619018555
50,2.936018943786621,5.775378704071045
51,2.834589719772339,5.406944274902344
52,2.6476364135742188,5.834705829620361
53,2.70390248298645,5.712663173675537
54,2.6643996238708496,5.907279968261719
55,2.8447771072387695,5.958684921264648
56,2.7394626140594482,5.814296245574951
57,2.5936715602874756,6.105770111083984
58,2.6393537521362305,5.6783037185668945
59,2.85917329788208,6.0465569496154785
60,2.8037729263305664,5.774359703063965
61,2.825399160385132,5.6188859939575195
62,2.7121686935424805,5.656203746795654
63,2.724870204925537,6.028359889984131
64,2.7396016120910645,5.6102471351623535
65,2.731752395629883,5.687397480010986
66,2.7350947856903076,5.748234748840332
67,2.413864850997925,6.278324604034424
68,2.6347405910491943,6.072731971740723
69,2.639249324798584,6.123473167419434
70,2.688436269760132,6.199426651000977
71,2.7287790775299072,6.187889575958252
72,2.5232737064361572,6.252335071563721
73,2.4448437690734863,6.552407264709473
74,2.798292875289917,5.704597473144531
75,2.5809128284454346,6.23831844329834
76,2.6602907180786133,6.11116361618042
77,2.5699357986450195,6.057509422302246
78,2.740612745285034,5.773409843444824
79,2.812303066253662,5.8729705810546875
80,2.6876380443573,5.8737616539001465
81,2.56484055519104,5.884352684020996
82,2.543595552444458,5.866338729858398
83,2.7811334133148193,6.005224227905273
84,2.6766669750213623,5.876087665557861
85,2.761129379272461,6.274788856506348
86,2.5367519855499268,6.277159214019775
87,2.609498977661133,6.117613792419434
88,2.500709295272827,6.206249713897705
89,2.6130003929138184,6.166891098022461
90,2.471442461013794,6.336446762084961
91,2.5514938831329346,6.330711364746094
92,2.5275588035583496,6.381650924682617
93,2.501682996749878,6.335613250732422
94,2.5009469985961914,6.176605224609375
95,2.540436029434204,6.1347246170043945
96,2.4951348304748535,6.244415760040283
97,2.6305553913116455,6.448156833648682
98,2.463268995285034,6.3683953285217285
99,2.452662467956543,6.402029037475586
100,2.7181105613708496,6.123370170593262
101,2.46297550201416,6.2140960693359375
102,2.649505615234375,6.042447566986084
103,2.5209295749664307,6.418853282928467
104,2.5420286655426025,6.272493362426758
105,2.7162396907806396,6.287409782409668
106,2.6313693523406982,6.001538276672363
107,2.4738240242004395,6.229524612426758
108,2.5776798725128174,6.329037189483643
109,2.588235855102539,6.342752456665039
110,2.445378065109253,6.228342056274414
111,2.5788514614105225,5.959731101989746
1,2.4361181259155273,6.164979934692383
2,2.507343292236328,6.330496311187744
3,2.3658499717712402,5.6935319900512695
4,2.4440865516662598,6.628029823303223
5,2.6124753952026367,5.96695613861084
6,2.3937015533447266,6.445374488830566
7,2.414306640625,6.461127281188965
8,2.461616277694702,6.282814979553223
9,2.451883316040039,6.388531684875488
10,2.3330869674682617,6.538473606109619
11,2.4186625480651855,6.194591999053955
12,2.544858455657959,6.030161380767822
13,2.4057810306549072,6.172267913818359
14,2.4200801849365234,6.375881671905518
15,2.504194736480713,6.540003776550293
16,2.4595344066619873,6.555208683013916
17,2.5543630123138428,6.561955451965332
18,2.3872735500335693,6.454031467437744
19,2.489948034286499,6.379541397094727
20,2.578702449798584,5.955386161804199
21,2.459218740463257,6.070894241333008
22,2.4629383087158203,6.437716484069824
23,2.4386019706726074,6.261720180511475
24,2.3436615467071533,6.3825225830078125
25,2.4227278232574463,6.556554794311523
26,2.455500364303589,6.569767951965332
27,2.361575126647949,6.6384406089782715
28,2.4344911575317383,6.199461936950684
29,2.5131590366363525,7.026191711425781
30,2.458022356033325,6.14121675491333
31,2.517883777618408,5.874590873718262
32,2.434112310409546,6.384405136108398
33,2.517871379852295,6.455555438995361
34,2.4608139991760254,6.7006940841674805
35,2.4309961795806885,6.4783525466918945
36,2.4679455757141113,6.143133163452148
37,2.5254781246185303,6.293981552124023
38,2.475965976715088,6.50382137298584
39,2.4809253215789795,6.633413791656494
40,2.4902772903442383,6.667932033538818
41,2.6633570194244385,6.08625602722168
42,2.3360636234283447,6.291999816894531
43,2.3167166709899902,6.5118021965026855
44,2.5470499992370605,6.035417556762695
45,2.4306488037109375,6.652521133422852
46,2.406745672225952,6.497687339782715
47,2.413790702819824,6.506160736083984
48,2.276517152786255,6.709212779998779
49,2.347156286239624,6.8136491775512695
50,2.52396297454834,6.078525066375732
51,2.4030330181121826,6.675333023071289
52,2.521035671234131,6.046164035797119
53,2.271993637084961,6.76778507232666
54,2.220200300216675,6.8517985343933105
55,2.314365863800049,6.594996929168701
56,2.379031181335449,6.247862815856934
57,2.309561252593994,6.5957255363464355
58,2.3636386394500732,6.681486129760742
59,2.4438979625701904,6.61615514755249
60,2.464367151260376,6.411445140838623
61,2.3187453746795654,6.557360649108887
62,2.4462478160858154,6.323964595794678
63,2.480362892150879,6.483907699584961
64,2.485863447189331,6.018270969390869
65,2.4770569801330566,6.023998260498047
66,2.427783489227295,6.1402363777160645
67,2.2783305644989014,6.537015914916992
68,2.5705106258392334,6.27052116394043
69,2.3590948581695557,6.250988006591797
70,2.287109136581421,6.522194862365723
71,2.4047679901123047,6.561923980712891
72,2.3434360027313232,7.19605016708374
73,2.4237213134765625,6.7266106605529785
74,2.235795497894287,6.606809139251709
75,2.3109195232391357,6.778712749481201
76,2.234532356262207,6.624510765075684
77,2.517925977706909,6.615349769592285
78,2.4239470958709717,6.63169527053833
79,2.4293370246887207,6.472965240478516
80,2.388411521911621,6.44981575012207
81,2.2368171215057373,6.316212177276611
82,2.118844985961914,6.5080156326293945
83,2.3767776489257812,6.134108066558838
84,2.2884521484375,6.709096431732178
85,2.3716070652008057,6.575079441070557
86,2.2306339740753174,7.007563591003418
87,2.2537288665771484,6.917223930358887
88,2.289820432662964,6.691113471984863
89,2.21917724609375,6.583069324493408
90,2.277529239654541,6.725312232971191
91,2.5621883869171143,6.321407794952393
92,2.338387966156006,6.668946743011475
93,2.5473437309265137,6.165002822875977
94,2.3517515659332275,6.576716423034668
95,2.330059051513672,7.0757341384887695
96,2.329763174057007,6.753757476806641
97,2.213261842727661,6.700425148010254
98,2.270836353302002,6.633129119873047
99,2.4079906940460205,6.552740097045898
100,2.402496099472046,6.663547992706299
101,2.3593735694885254,6.464676380157471
102,2.2789430618286133,6.873068809509277
103,2.2708165645599365,6.424529075622559
104,2.420109272003174,6.835163593292236
105,2.315326690673828,6.961451053619385
106,2.156055450439453,6.901394367218018
107,2.304929494857788,6.508774757385254
108,2.230780601501465,6.554581642150879
109,2.2377800941467285,6.778036594390869
110,2.1287059783935547,6.5580267906188965
111,2.31927752494812,6.832032680511475
1,2.1791348457336426,6.854085445404053
2,2.275108814239502,7.08686637878418
3,2.1980769634246826,6.855122089385986
4,2.2110610008239746,6.923567295074463
5,2.369619846343994,6.804878234863281
6,2.2891814708709717,6.879965782165527
7,2.2198429107666016,6.777073860168457
8,2.481170415878296,6.547589302062988
9,2.1986939907073975,6.785120964050293
10,2.1416516304016113,6.72952938079834
11,2.3197338581085205,6.5818772315979
12,2.1717658042907715,6.914870738983154
13,2.2028822898864746,6.667581558227539
14,2.1773531436920166,7.225821495056152
15,2.3257133960723877,6.845215320587158
16,2.285367012023926,6.750832557678223
17,2.321281671524048,6.622852325439453
18,2.193927764892578,6.480348110198975
19,2.214878797531128,7.136195659637451
20,2.202890634536743,6.824474811553955
21,2.146437644958496,6.539098739624023
22,2.402959108352661,7.215369701385498
23,2.1056079864501953,7.2317352294921875
24,2.272472381591797,6.982224941253662
25,2.289158821105957,6.912073612213135
26,2.1187477111816406,7.395350456237793
27,2.268505811691284,6.521948337554932
28,2.3112528324127197,6.858128070831299
29,2.0726096630096436,7.127197742462158
30,2.21321702003479,6.939125061035156
31,2.229924201965332,7.3659563064575195
32,2.2108800411224365,6.836316108703613
33,2.282938003540039,6.934836387634277
34,2.198319911956787,6.9495391845703125
35,2.1501147747039795,6.9722700119018555
36,2.1625747680664062,6.93528413772583
37,2.242027997970581,7.204708099365234
38,2.2121453285217285,7.026576995849609
39,2.047524929046631,7.21487283706665
40,2.2364554405212402,6.561100959777832
41,2.2798867225646973,6.898338794708252
42,2.176241874694824,7.1917033195495605
43,2.237891912460327,7.138576030731201
44,2.2224905490875244,7.148205280303955
45,2.1851539611816406,7.54604959487915
46,2.1294445991516113,7.6595892906188965
47,2.25007700920105,7.122435092926025
48,2.1728663444519043,7.424025058746338
49,2.1249797344207764,7.482685565948486
50,2.3253092765808105,6.8747172355651855
51,2.351374387741089,6.897022247314453
52,2.152304172515869,7.184330463409424
53,2.1786179542541504,7.3665666580200195
54,2.076263189315796,7.3159871101379395
55,2.2734556198120117,7.023556232452393
56,2.052009105682373,7.1167402267456055
57,2.1745407581329346,7.025605201721191
58,2.3661484718322754,6.984309673309326
59,2.2552125453948975,6.858963966369629
60,2.226270914077759,7.533480644226074
61,2.117356538772583,6.847455024719238
62,2.157804250717163,7.3077311515808105
63,2.0112409591674805,7.73746395111084
64,2.187955379486084,7.451357841491699
65,2.19693922996521,7.210769176483154
66,2.1485166549682617,7.177825927734375
67,2.2733709812164307,7.130935192108154
68,2.0055878162384033,7.5166096687316895
69,2.2676820755004883,7.1347761154174805
70,2.1710293292999268,7.2955827713012695
71,2.125932455062866,7.6512131690979
72,2.1853718757629395,7.243411540985107
73,2.1345694065093994,7.3541154861450195
74,2.1355419158935547,7.594810962677002
75,2.137859344482422,7.725760459899902
76,2.0700483322143555,7.924588203430176
77,2.2241618633270264,7.555562496185303
78,2.3299641609191895,7.477397918701172
79,2.1154377460479736,7.371687889099121
80,2.251128673553467,7.23510217666626
81,2.2466795444488525,7.2650065422058105
82,2.1438233852386475,7.370983123779297
83,2.077282190322876,7.445818901062012
84,2.0997304916381836,7.425625801086426
85,1.9231449365615845,7.374854564666748
86,2.117746591567993,7.559313774108887
87,2.1507837772369385,7.421745300292969
88,2.2715060710906982,7.0979743003845215
89,2.2040598392486572,7.0913896560668945
90,2.0826847553253174,7.64961051940918
91,2.1456456184387207,7.325052738189697
92,2.1383302211761475,7.603622913360596
93,1.9886614084243774,7.810003280639648
94,2.1676254272460938,7.247154235839844
95,2.0973803997039795,7.544582843780518
96,2.118173599243164,7.527530670166016
97,1.9222698211669922,7.910083293914795
98,1.9425522089004517,8.156305313110352
99,2.1409928798675537,7.81646203994751
100,2.269078493118286,7.3502912521362305
101,2.068678617477417,7.559390544891357
102,2.049398899078369,7.781968116760254
103,2.043039083480835,7.889565467834473
104,2.159989356994629,7.641048908233643
105,2.192289352416992,7.594680309295654
106,2.072646141052246,7.796627044677734
107,2.197922468185425,7.441287994384766
108,2.0562222003936768,7.49329948425293
109,2.0944302082061768,7.409719467163086
110,2.035332679748535,7.596232891082764
111,2.018833637237549,7.905900478363037
1,2.1900274753570557,7.542248725891113
2,2.1817283630371094,7.911528587341309
3,2.1888701915740967,7.682770729064941
4,2.1189630031585693,7.1535749435424805
5,2.054199457168579,7.817831993103027
6,2.1200432777404785,7.688750743865967
7,2.0774431228637695,7.505200386047363
8,2.096156120300293,7.641927242279053
9,2.1688930988311768,7.640896797180176
10,2.0186586380004883,7.7459635734558105
11,2.117232322692871,8.089214324951172
12,2.2079784870147705,8.010995864868164
13,2.0791501998901367,8.017895698547363
14,2.1025795936584473,7.751314163208008
15,2.0865981578826904,7.647894859313965
16,1.9875372648239136,7.894622325897217
17,2.1064064502716064,7.457110404968262
18,2.0680906772613525,7.368061542510986
19,2.063375234603882,7.721573829650879
20,2.0012693405151367,7.988447189331055
21,2.0077953338623047,7.527925491333008
22,2.0725057125091553,7.662613391876221
23,2.2287540435791016,7.875507831573486
24,2.006978750228882,7.888166427612305
25,1.9605605602264404,8.161172866821289
26,2.014674425125122,7.968406677246094
27,2.1660521030426025,7.800065040588379
28,2.0239531993865967,7.7230706214904785
29,2.1319472789764404,7.858730316162109
30,2.045271635055542,7.5493645668029785
31,2.245016098022461,7.735275745391846
32,2.013425588607788,7.7733001708984375
33,2.111661434173584,7.5871076583862305
34,2.0573582649230957,7.846251487731934
35,2.059375762939453,8.108039855957031
36,2.0384371280670166,8.015751838684082
37,1.9534374475479126,8.114182472229004
38,2.0461034774780273,7.741759300231934
39,1.9928687810897827,7.941835403442383
40,2.171844244003296,7.8296074867248535
41,2.0432229042053223,7.470553874969482
42,1.911702036857605,7.927995681762695
43,2.04138445854187,7.945499897003174
44,2.1104888916015625,8.122330665588379
45,2.0992255210876465,8.135725975036621
46,2.091930866241455,7.951803207397461
47,2.0966622829437256,8.0691499710083
48,2.073995590209961,7.8342509269714355
49,1.9407188892364502,8.401071548461914
50,2.0455801486968994,7.718289852142334
51,1.9937312602996826,8.129976272583008
52,2.1143012046813965,8.118231773376465
53,2.178818464279175,8.05441665649414
54,2.139533281326294,8.088361740112305
55,2.037376642227173,8.142048835754395
56,2.0739994049072266,8.226812362670898
57,2.048354387283325,8.232658386230469
58,2.091031551361084,7.824995040893555
59,2.0373735427856445,7.860396385192871
60,2.054729700088501,7.891425132751465
61,2.0046708583831787,8.018803596496582
62,1.9428478479385376,7.889565944671631
63,2.054719924926758,8.179433822631836
64,1.9686164855957031,8.444931983947754
65,2.0591914653778076,8.548087120056152
66,2.1619436740875244,8.52245807647705
67,1.9834840297698975,7.770772933959961
68,2.0761866569519043,7.803266525268555
69,1.988322377204895,8.502013206481934
70,1.981964349746704,8.309014320373535
71,2.03818678855896,8.301114082336426
72,2.050518751144409,7.7996392250061035
73,1.9328207969665527,7.81812858581543
74,2.126278877258301,7.67500638961792
75,1.9250375032424927,8.01447868347168
76,2.0103976726531982,8.600096702575684
77,2.0431859493255615,8.372135162353516
78,2.046557903289795,8.024962425231934
79,1.9326993227005005,8.652531623840332
80,2.1599888801574707,7.665422439575195
81,2.031599283218384,7.996601104736328
82,2.1826114654541016,7.896347999572754
83,1.8915750980377197,8.414922714233398
84,1.9913439750671387,8.319769859313965
85,2.0181849002838135,8.00406551361084
86,2.104785203933716,7.961962699890137
87,2.0546438694000244,8.213491439819336
88,2.0992093086242676,8.285762786865234
89,1.9635120630264282,8.070383071899414
90,1.760675311088562,8.641765594482422
91,2.0375332832336426,8.131708145141602
92,2.0195677280426025,8.190507888793945
93,2.107619047164917,7.995334148406982
94,2.031604528427124,8.760072708129883
95,2.1413509845733643,8.230059623718262
96,2.080705404281616,8.104350090026855
97,2.0747148990631104,8.29156494140625
98,2.0966637134552,8.17532730102539
99,2.039226531982422,8.092203140258789
100,1.9705748558044434,7.775140762329102
101,2.0546817779541016,8.350035667419434
102,2.003459930419922,7.887238025665283
103,1.9894543886184692,8.689898490905762
104,1.9865283966064453,8.530367851257324
105,1.9740947484970093,8.887009620666504
106,1.9812477827072144,8.238780975341797
107,2.176147222518921,7.916548252105713
108,2.085202217102051,7.963834285736084
109,1.8701690435409546,8.122806549072266
110,2.143059253692627,8.018813133239746
111,2.1125338077545166,8.012520790100098
1,1.9758201837539673,8.293703079223633
2,1.925949215888977,7.92393159866333
3,2.072416067123413,8.305583000183105
4,2.054349184036255,8.129850387573242
5,2.161386728286743,7.807197093963623
6,2.003680467605591,8.505738258361816
7,2.037583827972412,8.36772632598877
8,1.9057897329330444,8.277216911315918
9,1.9080106019973755,8.569793701171875
10,1.9975104331970215,8.205205917358398
11,1.9564578533172607,8.36212158203125
12,2.033132314682007,8.263193130493164
13,1.925279974937439,8.13084602355957
14,2.063314437866211,8.335376739501953
15,1.9712601900100708,8.248186111450195
16,1.9776214361190796,8.719173431396484
17,1.9828829765319824,8.583516120910645
18,1.9590264558792114,8.060401916503906
19,1.946567177772522,8.55216121673584
20,1.8615798950195312,8.491460800170898
21,1.9994410276412964,8.191267013549805
22,1.896662950515747,8.532759666442871
23,1.9752024412155151,8.949581146240234
24,2.037965774536133,8.596299171447754
25,1.9592294692993164,8.369232177734375
26,2.111179828643799,7.938429832458496
27,2.005413055419922,7.90399169921875
28,1.8954168558120728,8.246810913085938
29,1.978834629058838,7.821124076843262
30,1.8532530069351196,8.499333381652832
31,1.8056801557540894,8.027482986450195
32,1.9920647144317627,8.244656562805176
33,1.9850647449493408,8.6873140335083
34,1.9744930267333984,8.248308181762695
35,2.037947177886963,8.766301155090332
36,2.1053736209869385,8.616959571838379
37,2.0451929569244385,8.429953575134277
38,2.125394105911255,8.424964904785156
39,2.004972457885742,8.64933967590332
40,1.9971193075180054,8.147483825683594
41,2.062418222427368,8.024895668029785
42,1.9573349952697754,8.22852611541748
43,1.9375346899032593,8.89495849609375
44,1.9773391485214233,8.814924240112305
45,1.8916722536087036,8.473943710327148
46,1.9141896963119507,8.227209091186523
47,2.0920028686523438,8.063355445861816
48,2.0678510665893555,8.335046768188477
49,2.1122426986694336,8.052820205688477
50,2.022691488265991,8.410097122192383
51,1.9206734895706177,8.134109497070312
52,2.01853084564209,8.407966613769531
53,2.0395965576171875,8.513412475585938
54,2.046069622039795,7.553443908691406
55,1.9187896251678467,8.560837745666504
56,2.051359176635742,8.403982162475586
57,2.0782322883605957,7.856964588165283
58,2.0138072967529297,8.065557479858398
59,2.147918462753296,8.000776290893555
60,1.9763511419296265,8.180367469787598
61,1.9618293046951294,8.228985786437988
62,2.143772602081299,7.8325910568237305
63,1.912792444229126,8.80999755859375
64,1.9672185182571411,8.959625244140625
65,1.9843487739562988,8.656740188598633
66,2.0357463359832764,8.717245101928711
67,2.077143907546997,8.342425346374512
68,1.9742352962493896,7.834257125854492
69,2.010704755783081,8.472168922424316
70,1.8489352464675903,8.378246307373047
71,2.0393879413604736,8.424673080444336
72,1.9785484075546265,8.444808959960938
73,2.083296775817871,8.737970352172852
74,1.9726924896240234,8.559990882873535
75,2.0377590656280518,8.133715629577637
76,1.9753942489624023,8.07277774810791
77,2.0227129459381104,8.389121055603027
78,1.9981684684753418,8.659551620483398
79,1.9788224697113037,8.43419361114502
80,2.1169650554656982,8.217334747314453
81,2.032919406890869,8.616543769836426
82,1.9761406183242798,8.061376571655273
83,2.0937793254852295,8.506637573242188
84,1.9337965250015259,9.032054901123047
85,1.847346544265747,8.912715911865234
86,1.9066669940948486,8.402901649475098
87,1.8820374011993408,8.900849342346191
88,1.9639493227005005,8.746267318725586
89,1.8240996599197388,8.346052169799805
90,2.0639543533325195,8.5753173828125
91,1.8894813060760498,8.53181266784668
92,1.9992430210113525,8.146175384521484
93,2.00697660446167,8.358969688415527
94,1.9620792865753174,8.74852180480957
95,1.8610092401504517,9.007309913635254
96,1.9977011680603027,8.019673347473145
97,1.9729106426239014,8.410816192626953
98,1.9192830324172974,8.337667465209961
99,1.944370985031128,8.616877555847168
100,1.8344308137893677,8.955873489379883
101,1.9176018238067627,8.96172046661377
102,1.9870988130569458,8.525700569152832
103,1.8831367492675781,8.92550277709961
104,1.9800114631652832,8.37846565246582
105,1.9953808784484863,8.50039005279541
106,1.94308340549469,8.561317443847656
107,2.0763561725616455,8.899396896362305
108,1.8760720491409302,7.894657611846924
109,1.866684913635254,8.745925903320312
110,2.058389902114868,8.171379089355469
111,2.1323418617248535,8.138379096984863
1,1.9094876050949097,8.909703254699707
2,2.045964479446411,8.604312896728516
3,2.0202672481536865,8.373649597167969
4,1.9684361219406128,9.02511978149414
5,1.9183539152145386,8.769527435302734
6,1.9323397874832153,8.495898246765137
7,2.0313069820404053,8.124307632446289
8,2.087141513824463,8.292354583740234
9,2.0333452224731445,8.83137321472168
10,1.929369330406189,8.521697998046875
11,1.96139395236969,7.954385280609131
12,1.9122166633605957,8.744112014770508
13,1.954653024673462,8.753743171691895
14,1.9924033880233765,8.563512802124023
15,2.070014476776123,8.710724830627441
16,2.0059640407562256,8.95115852355957
17,1.936599850654602,8.98485279083252
18,1.9022694826126099,8.682052612304688
19,1.9334660768508911,8.597765922546387
20,1.831778645515442,9.141475677490234
21,1.9782871007919312,8.150644302368164
22,1.944320559501648,8.2544527053833
23,1.9909220933914185,8.375832557678223
24,1.9441354274749756,8.145626068115234
25,1.9364616870880127,8.752128601074219
26,1.945055603981018,8.709460258483887
27,1.9970167875289917,8.513347625732422
28,1.8061046600341797,8.89284896850586
29,1.7492519617080688,8.453802108764648
30,1.946516990661621,8.475112915039062
31,1.9544634819030762,8.835576057434082
32,1.8713054656982422,8.772642135620117
33,1.9609448909759521,9.052837371826172
34,1.9219944477081299,8.910168647766113
35,1.9279710054397583,8.931916236877441
36,2.0530622005462646,9.052545547485352
37,1.8781062364578247,8.664347648620605
38,2.083622694015503,8.650107383728027
39,1.9900118112564087,8.132213592529297
40,2.1212432384490967,8.871323585510254
41,1.9783778190612793,8.422103881835938
42,2.0252087116241455,8.653436660766602
43,1.8540537357330322,8.992735862731934
44,1.9854917526245117,8.77763557434082
45,1.9428386688232422,8.617887496948242
46,1.9664503335952759,8.344844818115234
47,1.8876737356185913,9.073686599731445
48,1.955446720123291,8.308364868164062
49,1.907091736793518,8.600775718688965
50,1.8649370670318604,8.784646987915039
51,2.038050889968872,8.785693168640137
52,2.0460031032562256,8.87643051147461
53,1.8908025026321411,9.14919662475586
54,1.9520083665847778,8.65621566772461
55,1.9179086685180664,8.761762619018555
56,1.9917057752609253,8.971861839294434
57,1.821467399597168,8.90256118774414
58,1.871025800704956,8.83320426940918
59,1.959823489189148,9.024923324584961
60,1.7688108682632446,8.990608215332031
61,2.110595703125,8.489864349365234
62,1.9500453472137451,8.66322135925293
63,1.885833740234375,8.842741012573242
64,1.9512439966201782,8.451083183288574
65,1.980868935585022,8.99622631072998
66,1.9503895044326782,8.813405990600586
67,2.0283172130584717,8.367098808288574
68,1.8142242431640625,9.025029182434082
69,1.9086509943008423,8.911030769348145
70,1.824621558189392,8.993583679199219
71,1.9703313112258911,8.811848640441895
72,1.8167544603347778,8.850391387939453
73,1.8440531492233276,8.723268508911133
74,1.9549386501312256,8.667402267456055
75,1.9167591333389282,9.04848575592041
76,1.9252912998199463,8.384227752685547
77,1.9232431650161743,8.53266429901123
78,2.0665879249572754,8.499725341796875
79,2.0399787425994873,8.488401412963867
